SAMPLE_SOURCE, SAMPLE_TRANSCRIPT, ARTIST, RECORDING, RELEASE
"Malice","You ask me if I have a God complex? Let me tell you something. I am 
   God! @ 2:31","Divine Misfire","Downfall","Dream Became a Nightmare, The"
"Manzarek, Ray (Rock Musician)","You never know when you're giving your last performance. @ 1:41","Electric Hellfire Club, The","Funeral Procession","Calling Dr. Luv"
"Martin","I warned you, Martin. Nobody in the town, I said. Nobody in the town. I 
   heard about Mrs. Santini. You think I believe she killer herself? You think
   I really believe this? Your soul is damned, nosferatu. [Martin getting 
   staked] @ 0:00","Mortician","Martin (The Vampire)","Domain of Death "
"Martin, Steve (Comedian)","For me? @ 1:26 (Note: And repeated several times)
  (Note: From the A Wild And Crazy Guy routine from the show with the same name)","3rd Bass","Brooklyn-Queens","Cactus Album, The"
"Mission Impossible","(Note: The original TV series from 1966)
  This disk will self-destruct in 5 seconds. @ 0:18, 3:40","Galan Pixs, The","Alive","Pink Film Edition"
"Mudhoney","[old woman's laughter] @ 0:03","White Zombie","One Big Crunch","La Sexorcisto Devil Music Vol. 1"
"Night of the Living Dead (1990)","Nice going asshole, you smashed it! @ 1:12","Swamp Terrorists","Rebuff","Grow Speed Injection"
"20/20 (TV Show)","When you get into one of these groups, there's only a couple of ways you can
   get out. One is death. The other is mental institutions. @ 0:00 (Note: From
   a segment entitled The Devil Worshipers)","Electric Wizard","Vinum Sabbathi","Dopethrone"
"A-Team, The (TV series)","To the Los Angeles underground. @ 0:41","Jurassic 5","Contact","Quality Control"
"Adventures in Babysitting","Don't fuck with the babysitter! @ 0:22 (Note: Elizabeth Shue)","S.I.N.A","Machine (Die Farben Rmx)","Snapshot"
"Aguirre, der Zorn Gottes","Ich bin der Zorn Gottes","Dernière Volonté","Der Zorn Gottes","Feu Sacré, Le"
"Any Given Sunday","I'll fight for you 'til the day I die. [continues inaudible] @ 0:18","Goodie Mob","Sole Sunday","Any Given Sunday (Soundtrack)"
"Bedazzled (2000)","Ich bin der Teufel (Note: German voice of Elizabeth Hurley, used at
   beginning and then repeated.)","Terminal Choice","She's the Devil","Menschenbrecher"
"6th Day, The","Kinda takes the fun out of being alive doesn't it?","S.E.M:I","Frequency","Among The Ruins"
"Agnew, Spiro (Vice President)","(Note: Vice President to <{Nixon, Richard M. [President]}>)
  The young - and by this I don't mean by any stretch of the imagination all
   the young, but I'm talking about those who claim to speak for the young - at
   the zenith of physical power and sensitivity, overwhelm themselves with
   drugs and artificial stimulants.  Subtlety is lost and fine distinctions
   based on acute reasoning are carelessly ignored in a headlong jump to a
   predetermined conclusion. @ 0:05 (Note: Spoken in Houston, Texas on 
   22 May 1970)","Kubusschnitt","<Track 1???>","Christmas Box, The"
"Animal Farm","There are no rewards after death, there is only here and now... We must
   work to make this life better.","Croc Shop","Worldestroyed","Croc_Shop.Sea (Beat Of)"
"Assault on Precinct 13","Left out again. Life just seems to pass us by, doesn't it?","Saturn 9","Wait Until Dark","Wait Until Dark"
"Avon (Commercial)","I am Louisimo. The clothes I design transform a woman. My fragrance from
   Avon, Fantasque, does the same thing. @ 0:20","Skinny Puppy","Unovis on a Stick","Back and Forth, Series Two"
"Being There","Life is a state of mind @ 0:00","Wolfgang Press, The","Mother Valentine","Queer"
"Big Chill, The","It's a cold world out there. Sometimes I feel like I'm getting a little
   frosty myself.","Cannibal Ox","Iron Galaxy","Cold Vein, The"
"Bird with the Crystal Plumage, The","Bring in the perverts. @ 0:00","Engorged","Chemically Castrated","Death Metal Attack 2"
"Blood Diner","Note: All of the mutilations, bodily dismemberments, and cannibal rituals
   were performed by seasoned professionals. Please do not attempt any of
   these stunts at home. Thank you. @ 0:00","Blood Freak","Warning","Sleaze Merchants"
"Blood: The Last Vampire (Animation)","[in Japanese, Saya (Youki Kudoh) explains to the infirmary nurse (Saemi
    Nakamura), stoicly, what the Chiropterans are] @ 0:05, 0:18","Velvet Acid Christ","Haunted","Hex Angel: Utopia - Dystopia"
"Blowup","'Don't you ever feel attracted to the girls you photograph?'
   'Sexually? It's not part of my job'
   'Aren't you sexually attracted to me?'
   'Yes, I am'
   'Touch me'
   'What?'
   'I said touch me, please?'","Therapy?","Potato Junkie","Pleasure Death"
"Bomben über Dresden (Documentary)","PhoBo gegenseitig ausgemacht und brennende Fetzen gerissen von Leibe und
   Kindern geholfen. Die Kinder irrten nur herum: Onkel, helft mir, helft mir,
   helft mir doch, ich brenne, ich brenne @ 0:15, 3:06 (Note: 'PhoBo is the
   abbreviation of 'Phosphor Bomben'; [We] extinguished Phosphor bombs [on]
   each other and ripped off burning rags from our bodies and helped the
   children. The children aberrate around: Uncle, help me, help me, do help me,
   I'm burning, I'm burning. Sample partly used at 0:43 as well.)","SITD","Lebensborn","Stronghold"
"Bound","I'm not apologizing for what I did. I'm apologizing for what I didn't
   do. @ 0:45","Aiboforcen","Peep Show","Sons Palliatifs"
"Brainstorm","'You go to Hell'
   'You go to Hell too'
   'Don't push me!' (Note: Nasty argument between Christopher Walken and
    Natalie Wood. This was the movie she was filming when she disappeared
    one night and was found dead the next morning from drowning.)","Delien","Take II","Rust"
"Brother From Another Planet","Mmmm... that was fantastic! (Note: At the end of the song)","Sigue Sigue Sputnik","Sex Bomb Boogie","Flaunt It"
"Burning, The","'Its been a long struggle but now that you've regained your strength, its
    time for you to leave.'
   'Considering how badly you were burned, you're luckly to be alive.'
   'The first few months outside will be the hardest.'
   'We're sorry, the skin grafts just didn't take.'
   'There's nothing more we can do for at least 6 months.'
   'I know you still resent those kids, but try not to blame anyone for what
    happened, it was an accident, purely an accident.'
   'You've got to forget your hatred, control your feelings for revenge.'
   'Anger and resentment won't bring back the past, you know that.'
   'You may find it difficult at first you freturn to a normal life again, but
    with time you will adjust' @ 0:00","Frightmare","Cropsy","Midnight Murder Mania"
"Cannibal Apocalypse","You say Harper bit Rose because he'd been infected by Bukowski. God
   almighty. If that's true, this thing could spread through the whole
   city. @ 2:13","Impetigo","Cannibal Apocalypse","Antefatto"
"Captain Teele (Pilot)","I made the run, let the bomb go, that was my biggest
   thrill... @ 2:04 (Note: When asked about his atomic bombing over Japan.
   Partly used at 1:56 as well.)","Reversal Penetrations","Let Us Build the Bomb","Mutant Funk"
"Castlevania: Symphony of the Night","(Video Game)
  [music score] Prayer! (Note: Start of track, repeated)","Azoic, The","Not Justified","Forward..."
"Cement Garden, The","Girls can wear jeans, cut their hair short, wear shirts and boots cos
   it's OK to be a boy, but for a boy to look like a girl is degrading, 
   because you think that being a girl is degrading, but secretly you'd
   love to know what it's like, wouldn't you ... what it feels like for
   a girl? @ 0:02 (Note: Charlotte Gainsbourg)","Madonna","What It Feels Like For A Girl","GHV2"
"Children of the Corn","Um... Good coffee. [music, the sound of people being killed]","Mortician","Blood Harvest","Zombie Apocalypse"
"Class of 1999","The year is 1999. The gang controlled areas have become known as free fire
   zones. The police will not enter. There is no law.","Messiah","There Is No Law","21st Century Jesus"
"Cockleshell Heroes, The","On this glorious occasion, of the splendid defeat. @ 0:18 (Note: Spoken by
   actor Anthony Newley)","Morrissey","Maladjusted","Maladjusted"
"Comic Strips Presents (TV-Series)","'Fancy a pubcrawl?'
   'What, the whole of London?'
   'There's only one place this pair could work.'
   'Knees-up country.'
   'East End'
  (Note: From the episode titled The Bullshitters, transmitted 3 November
   1984, which is a spoof of the action series The Professionals)","Colourbox","Edit the Dragon","Colourbox"
"Contempt","(Le Mépris)
  Silencio! @ 0:30, 1:06 (Note: Used twice)","Books","Deafkids","Thought for Food"
"Courage Under Fire","Mayday, mayday. We're going down, we're going down. @ 3:30","Siechtum","Dunkler Tag","Gesellschaft:Mord"
"Crawford, Michael (Musical Artist)","I am the Effects Master. I'm in charge of this unusual world. A
   world governed by spirit, by magic, by laughter, and by time. Let
   us take you on a journey... a journey bounded only by the limits
   of your imagination. @ 0:32 (Note: Taken from a live recording of the
   Las Vegas stage show EFX: The Musical as performed at the MGM Grand
   Casino)","DJ Luna-C","Introducing...","Project X - 11 Reasons Why"
"Crumb","I felt as if I were becoming gradually unhinged. @ 2:09","Divine Misfire","Becoming Gradually Unhinged","Black Market Scholar"
"Curious Dr. Humpp, The","Use my body to keep you alive. @ 0:02","Rob Zombie","Never Gonna Stop (The Red, Red Kroovy)","Sinister Urge, The"
"Curse Of Frankenstein, The","Perhaps you'd better start from the beginning. (Note: Sample taken from
   the beginning of the movie when the priest is visiting Frankenstein in
   his cell.)","White Zombie","Electric Head Pt. 1","Astro Creep: 2000"
"Dancing Outlaw, The (Documentary)","'Elvis, how long does Priscilla have to wait now before she has sex
    again?'
   'Well, I don't know, it could be a lifetime, or it could be
    tomorrow.' @ 2:27","Holy Gang","Get Chained","Free Tyson Free"
"Daria: Is It Fall Yet? (TV Movie)","Are drug-crazed rodents raiding your child's medicine cabinet? Rats on
   Ritalin, next on Sick, Sad World.","Endorphin","Rats on Ritalin","Digital Entropy"
"Darkman II: The Return of Durant","'You leave my babies!' 
   'They're my babies now, you Commie son of a bitch!' 
   'Nazi bastard!' @ 0:08","Velvet Acid Christ","Futile (Nazi Bastard Mix)","Church of Acid"
"Dawson's Creek (TV Series)","You break my heart into a thousand pieces and you say it's because I deserve
   better? @ 0:00","From Autumn To Ashes","Take Her To The Music Store","      Too Bad You're Beautiful"
"Dead Ringers","My voice is nothing, my thoughts are nothing. In many respects I'm like
   you - nothing
  (Note: Andy Cairns, Therapy's vocalist, has confirmed that this sample is 
   from Dead Ringers)","Therapy?","Innocent X","Babyteeth"
"Deep Red","'Ich bin ein wenig aufgeregt, aber mache dir keine sorge.'
   [doorbell ringing]
   'Wir hören uns wieder morgen.'
   [doorbell ringing again]
   [sound of the phone handset]
   [sounds of her screaming and being hacked to death with a cleaver] @ 0:00","Mortician","Hatchet Murders, The","Domain of Death"
"Demonic Toys","How do you want you death served up to you? You want that chunk style, or
   extra crispy?","Skinless","Crispy Kids","Progression Towards Evil"
"Deranged","After that Ezra made many visits to the graveyard bringing home bodies or
   parts of bodies to keep his mother and himself company. He was a ghoul, a
   necromaniac, a defiler of the dead. But he had not yet turned his sickness
   on a living victim. It was only a matter of time until he did. @ 0:00","Blood Freak","Blood, Blood, And More Blood!","Sleaze Merchants"
"Despair","I don't care whose goggle moggle it is. @ 0:12 (Note: Repeated)","Death In June","Power Has A Fragrence","Take Care And Control"
"Disney's Haunted House (Record)","(Note: Disney's classic sound effects collection Chilling Thrilling
       Sounds of the Haunted House)
  Countdown is progressing @ 0:20 (Note: Taken from the sound effect
   collage The Martian Monsters. The actual samples were replaced and
   re-recorded for this track's American release due to copyright issues,
   only the original UK release contains the sample.)","S'Express","Theme From S'Express","Theme From S'Express (12")"
"Dogma","Anyone who isn't dead or from another plane of existence would do well to
   cover their ears right about now. @ 0:00","Origin","Inhuman","Informis Infinitas Inhumanitas"
"Doom Generation, The","Life is lonely, boring, and dumb. @ 0:29, 3:44","God Module","Telekinec","Empath"
"Duke Nukem 3D (Video Game)","Ah, much better. @ 2:22 (Note: The sample is heard in the right channel and
   is fairly quiet)","Slipknot","Eeyore","Slipknot"
"Dunwich Horror, The","'You see man as a rather dismal creature.'
   'Yes. Why not? Look around, you'll see what's there. Fear and frightened
    people who kill what they can't understand.' @ 0:13","Electric Wizard","We Hate You","Dopethrone"
"Dwyer, Budd (Suicide)","(<http://en.wikipedia.org/wiki/Budd_Dwyer>)
  [unknown woman screams] @ 2:49 (Note: From the news conference where Budd
  Dwyer shot himself on live TV, 1987. Repeats 3 times.)","Download","Turin Cloud, The","Eyes of Stanley Pain, The"
"Dwyer, Budd (Suicide)","No... no... don't... this is gonna hurt someone... [gunshot]... [loud 
   screaming] @ 2:29","Marilyn Manson","Get Your Gunn","Portrait of an American Family"
"Executions (Documentary)","Officers blared music to cover the shooting as 16,500 were killed in a day.
   The next day the music moved to Point Octova 14,000 died. By time the tour
   ended 38,000 men, women, and children had been killed by a battalion of less
   than 500 men. @ 0:00","Berzerker, The","Betrayal","Dissimulate"
"Fabra, Wayne (Musician)","You've got to fuckin' go to video stores, go on the internet and read about
   all these old horror films and buy them and watch them. Do not support this
   new shit. Fuck all these motherfuckers. @ 0:00
  (Notes: From an interview on Necrophagia's Through Eyes of the Dead video)","Gorelord","Crucified Goat Drenched in Blasphemic Blood",""
